location,iso_code,date,total_cases,total_deaths,new_cases,new_deaths,new_cases_smoothed,new_deaths_smoothed,new_cases_per_million,total_cases_per_million,new_cases_smoothed_per_million,new_deaths_per_million,total_deaths_per_million,new_deaths_smoothed_per_million
Democratic Republic of Congo,COD,4/1/2023,453,0,0,0,0.29,0,0,4.575,0.003,0,0,0
Democratic Republic of Congo,COD,4/2/2023,453,0,0,0,0.29,0,0,4.575,0.003,0,0,0
Democratic Republic of Congo,COD,4/3/2023,453,0,0,0,0.29,0,0,4.575,0.003,0,0,0
Democratic Republic of Congo,COD,4/4/2023,453,0,0,0,0.29,0,0,4.575,0.003,0,0,0
Democratic Republic of Congo,COD,4/5/2023,453,0,0,0,0.29,0,0,4.575,0.003,0,0,0
Democratic Republic of Congo,COD,4/6/2023,453,0,0,0,0.29,0,0,4.575,0.003,0,0,0
Democratic Republic of Congo,COD,4/7/2023,517,0,64,0,9.14,0,0.646,5.222,0.092,0,0,0
Democratic Republic of Congo,COD,4/8/2023,517,0,0,0,9.14,0,0,5.222,0.092,0,0,0
Democratic Republic of Congo,COD,4/9/2023,517,0,0,0,9.14,0,0,5.222,0.092,0,0,0
Democratic Republic of Congo,COD,4/10/2023,517,0,0,0,9.14,0,0,5.222,0.092,0,0,0
Democratic Republic of Congo,COD,4/11/2023,517,0,0,0,9.14,0,0,5.222,0.092,0,0,0
Democratic Republic of Congo,COD,4/12/2023,517,0,0,0,9.14,0,0,5.222,0.092,0,0,0
Democratic Republic of Congo,COD,4/13/2023,517,0,0,0,9.14,0,0,5.222,0.092,0,0,0
Democratic Republic of Congo,COD,4/14/2023,556,0,39,0,5.57,0,0.394,5.616,0.056,0,0,0
Democratic Republic of Congo,COD,4/15/2023,556,0,0,0,5.57,0,0,5.616,0.056,0,0,0
Democratic Republic of Congo,COD,4/16/2023,556,0,0,0,5.57,0,0,5.616,0.056,0,0,0
Democratic Republic of Congo,COD,4/17/2023,556,0,0,0,5.57,0,0,5.616,0.056,0,0,0
Democratic Republic of Congo,COD,4/18/2023,556,0,0,0,5.57,0,0,5.616,0.056,0,0,0
Democratic Republic of Congo,COD,4/19/2023,556,0,0,0,5.57,0,0,5.616,0.056,0,0,0
Democratic Republic of Congo,COD,4/20/2023,556,0,0,0,5.57,0,0,5.616,0.056,0,0,0
Democratic Republic of Congo,COD,4/21/2023,556,0,0,0,0,0,0,5.616,0,0,0,0
Democratic Republic of Congo,COD,4/22/2023,556,0,0,0,0,0,0,5.616,0,0,0,0
Democratic Republic of Congo,COD,4/23/2023,556,0,0,0,0,0,0,5.616,0,0,0,0
Democratic Republic of Congo,COD,4/24/2023,556,0,0,0,0,0,0,5.616,0,0,0,0
Democratic Republic of Congo,COD,4/25/2023,556,0,0,0,0,0,0,5.616,0,0,0,0
Democratic Republic of Congo,COD,4/26/2023,556,0,0,0,0,0,0,5.616,0,0,0,0
Democratic Republic of Congo,COD,4/27/2023,556,0,0,0,0,0,0,5.616,0,0,0,0
Democratic Republic of Congo,COD,4/28/2023,558,0,2,0,0.29,0,0.02,5.636,0.003,0,0,0
Democratic Republic of Congo,COD,4/29/2023,558,0,0,0,0.29,0,0,5.636,0.003,0,0,0
Democratic Republic of Congo,COD,4/30/2023,558,0,0,0,0.29,0,0,5.636,0.003,0,0,0
Democratic Republic of Congo,COD,5/1/2023,558,0,0,0,0.29,0,0,5.636,0.003,0,0,0
Democratic Republic of Congo,COD,5/2/2023,558,0,0,0,0.29,0,0,5.636,0.003,0,0,0
Democratic Republic of Congo,COD,5/3/2023,558,0,0,0,0.29,0,0,5.636,0.003,0,0,0
Democratic Republic of Congo,COD,5/4/2023,558,0,0,0,0.29,0,0,5.636,0.003,0,0,0
Democratic Republic of Congo,COD,5/5/2023,604,2,46,2,6.57,0.29,0.465,6.1,0.066,0.0202,0.0202,0.00293
Democratic Republic of Congo,COD,5/6/2023,604,2,0,0,6.57,0.29,0,6.1,0.066,0,0.0202,0.00293
Democratic Republic of Congo,COD,5/7/2023,604,2,0,0,6.57,0.29,0,6.1,0.066,0,0.0202,0.00293
Democratic Republic of Congo,COD,5/8/2023,604,2,0,0,6.57,0.29,0,6.1,0.066,0,0.0202,0.00293
Democratic Republic of Congo,COD,5/9/2023,604,2,0,0,6.57,0.29,0,6.1,0.066,0,0.0202,0.00293
Democratic Republic of Congo,COD,5/10/2023,604,2,0,0,6.57,0.29,0,6.1,0.066,0,0.0202,0.00293
Democratic Republic of Congo,COD,5/11/2023,604,2,0,0,6.57,0.29,0,6.1,0.066,0,0.0202,0.00293
Democratic Republic of Congo,COD,5/12/2023,632,3,28,1,4,0.14,0.283,6.383,0.04,0.0101,0.0303,0.00141
Democratic Republic of Congo,COD,5/13/2023,632,3,0,0,4,0.14,0,6.383,0.04,0,0.0303,0.00141
Democratic Republic of Congo,COD,5/14/2023,632,3,0,0,4,0.14,0,6.383,0.04,0,0.0303,0.00141
Democratic Republic of Congo,COD,5/15/2023,632,3,0,0,4,0.14,0,6.383,0.04,0,0.0303,0.00141
Democratic Republic of Congo,COD,5/16/2023,632,3,0,0,4,0.14,0,6.383,0.04,0,0.0303,0.00141
Democratic Republic of Congo,COD,5/17/2023,632,3,0,0,4,0.14,0,6.383,0.04,0,0.0303,0.00141
Democratic Republic of Congo,COD,5/18/2023,632,3,0,0,4,0.14,0,6.383,0.04,0,0.0303,0.00141
Democratic Republic of Congo,COD,5/19/2023,641,3,9,0,1.29,0,0.091,6.474,0.013,0,0.0303,0
Democratic Republic of Congo,COD,5/20/2023,641,3,0,0,1.29,0,0,6.474,0.013,0,0.0303,0
Democratic Republic of Congo,COD,5/21/2023,641,3,0,0,1.29,0,0,6.474,0.013,0,0.0303,0
Democratic Republic of Congo,COD,5/22/2023,641,3,0,0,1.29,0,0,6.474,0.013,0,0.0303,0
Democratic Republic of Congo,COD,5/23/2023,641,3,0,0,1.29,0,0,6.474,0.013,0,0.0303,0
Democratic Republic of Congo,COD,5/24/2023,641,3,0,0,1.29,0,0,6.474,0.013,0,0.0303,0
Democratic Republic of Congo,COD,5/25/2023,641,3,0,0,1.29,0,0,6.474,0.013,0,0.0303,0
Democratic Republic of Congo,COD,5/26/2023,643,3,2,0,0.29,0,0.02,6.494,0.003,0,0.0303,0
Democratic Republic of Congo,COD,5/27/2023,643,3,0,0,0.29,0,0,6.494,0.003,0,0.0303,0
Democratic Republic of Congo,COD,5/28/2023,643,3,0,0,0.29,0,0,6.494,0.003,0,0.0303,0
Democratic Republic of Congo,COD,5/29/2023,643,3,0,0,0.29,0,0,6.494,0.003,0,0.0303,0
Democratic Republic of Congo,COD,5/30/2023,643,3,0,0,0.29,0,0,6.494,0.003,0,0.0303,0
Democratic Republic of Congo,COD,5/31/2023,643,3,0,0,0.29,0,0,6.494,0.003,0,0.0303,0
Democratic Republic of Congo,COD,6/1/2023,643,3,0,0,0.29,0,0,6.494,0.003,0,0.0303,0
Democratic Republic of Congo,COD,6/2/2023,674,3,31,0,4.43,0,0.313,6.807,0.045,0,0.0303,0
Democratic Republic of Congo,COD,6/3/2023,674,3,0,0,4.43,0,0,6.807,0.045,0,0.0303,0
Democratic Republic of Congo,COD,6/4/2023,674,3,0,0,4.43,0,0,6.807,0.045,0,0.0303,0
Democratic Republic of Congo,COD,6/5/2023,674,3,0,0,4.43,0,0,6.807,0.045,0,0.0303,0
Democratic Republic of Congo,COD,6/6/2023,674,3,0,0,4.43,0,0,6.807,0.045,0,0.0303,0
Democratic Republic of Congo,COD,6/7/2023,674,3,0,0,4.43,0,0,6.807,0.045,0,0.0303,0
Democratic Republic of Congo,COD,6/8/2023,674,3,0,0,4.43,0,0,6.807,0.045,0,0.0303,0
Democratic Republic of Congo,COD,6/9/2023,675,3,1,0,0.14,0,0.01,6.817,0.001,0,0.0303,0
Democratic Republic of Congo,COD,6/10/2023,675,3,0,0,0.14,0,0,6.817,0.001,0,0.0303,0
Democratic Republic of Congo,COD,6/11/2023,675,3,0,0,0.14,0,0,6.817,0.001,0,0.0303,0
Democratic Republic of Congo,COD,6/12/2023,675,3,0,0,0.14,0,0,6.817,0.001,0,0.0303,0
Democratic Republic of Congo,COD,6/13/2023,675,3,0,0,0.14,0,0,6.817,0.001,0,0.0303,0
Democratic Republic of Congo,COD,6/14/2023,675,3,0,0,0.14,0,0,6.817,0.001,0,0.0303,0
Democratic Republic of Congo,COD,6/15/2023,675,3,0,0,0.14,0,0,6.817,0.001,0,0.0303,0
Democratic Republic of Congo,COD,6/16/2023,700,3,25,0,3.57,0,0.252,7.07,0.036,0,0.0303,0
Democratic Republic of Congo,COD,6/17/2023,700,3,0,0,3.57,0,0,7.07,0.036,0,0.0303,0
Democratic Republic of Congo,COD,6/18/2023,700,3,0,0,3.57,0,0,7.07,0.036,0,0.0303,0
Democratic Republic of Congo,COD,6/19/2023,700,3,0,0,3.57,0,0,7.07,0.036,0,0.0303,0
Democratic Republic of Congo,COD,6/20/2023,700,3,0,0,3.57,0,0,7.07,0.036,0,0.0303,0
Democratic Republic of Congo,COD,6/21/2023,700,3,0,0,3.57,0,0,7.07,0.036,0,0.0303,0
Democratic Republic of Congo,COD,6/22/2023,700,3,0,0,3.57,0,0,7.07,0.036,0,0.0303,0
Democratic Republic of Congo,COD,6/23/2023,734,3,34,0,4.86,0,0.343,7.413,0.049,0,0.0303,0
Democratic Republic of Congo,COD,6/24/2023,734,3,0,0,4.86,0,0,7.413,0.049,0,0.0303,0
Democratic Republic of Congo,COD,6/25/2023,734,3,0,0,4.86,0,0,7.413,0.049,0,0.0303,0
Democratic Republic of Congo,COD,6/26/2023,734,3,0,0,4.86,0,0,7.413,0.049,0,0.0303,0
Democratic Republic of Congo,COD,6/27/2023,734,3,0,0,4.86,0,0,7.413,0.049,0,0.0303,0
Democratic Republic of Congo,COD,6/28/2023,734,3,0,0,4.86,0,0,7.413,0.049,0,0.0303,0
Democratic Republic of Congo,COD,6/29/2023,734,3,0,0,4.86,0,0,7.413,0.049,0,0.0303,0
Democratic Republic of Congo,COD,6/30/2023,734,3,0,0,0,0,0,7.413,0,0,0.0303,0
Denmark,DNK,5/23/2022,1,0,1,0,0.14,0,0.17,0.17,0.024,0,0,0
Denmark,DNK,5/24/2022,2,0,1,0,0.29,0,0.17,0.34,0.049,0,0,0
Denmark,DNK,5/25/2022,2,0,0,0,0.29,0,0,0.34,0.049,0,0,0
Denmark,DNK,5/26/2022,2,0,0,0,0.29,0,0,0.34,0.049,0,0,0
Denmark,DNK,5/27/2022,2,0,0,0,0.29,0,0,0.34,0.049,0,0,0
Denmark,DNK,5/28/2022,2,0,0,0,0.29,0,0,0.34,0.049,0,0,0
Denmark,DNK,5/29/2022,2,0,0,0,0.29,0,0,0.34,0.049,0,0,0
Denmark,DNK,5/30/2022,2,0,0,0,0.14,0,0,0.34,0.024,0,0,0
Denmark,DNK,5/31/2022,2,0,0,0,0,0,0,0.34,0,0,0,0
Denmark,DNK,6/1/2022,2,0,0,0,0,0,0,0.34,0,0,0,0
Denmark,DNK,6/2/2022,2,0,0,0,0,0,0,0.34,0,0,0,0
Denmark,DNK,6/3/2022,2,0,0,0,0,0,0,0.34,0,0,0,0
Denmark,DNK,6/4/2022,2,0,0,0,0,0,0,0.34,0,0,0,0
Denmark,DNK,6/5/2022,2,0,0,0,0,0,0,0.34,0,0,0,0
Denmark,DNK,6/6/2022,3,0,1,0,0.14,0,0.17,0.51,0.024,0,0,0
Denmark,DNK,6/7/2022,3,0,0,0,0.14,0,0,0.51,0.024,0,0,0
Denmark,DNK,6/8/2022,3,0,0,0,0.14,0,0,0.51,0.024,0,0,0
Denmark,DNK,6/9/2022,3,0,0,0,0.14,0,0,0.51,0.024,0,0,0
Denmark,DNK,6/10/2022,3,0,0,0,0.14,0,0,0.51,0.024,0,0,0
Denmark,DNK,6/11/2022,3,0,0,0,0.14,0,0,0.51,0.024,0,0,0
Denmark,DNK,6/12/2022,3,0,0,0,0.14,0,0,0.51,0.024,0,0,0
Denmark,DNK,6/13/2022,4,0,1,0,0.14,0,0.17,0.68,0.024,0,0,0
Denmark,DNK,6/14/2022,7,0,3,0,0.57,0,0.51,1.19,0.097,0,0,0
Denmark,DNK,6/15/2022,7,0,0,0,0.57,0,0,1.19,0.097,0,0,0
Denmark,DNK,6/16/2022,8,0,1,0,0.71,0,0.17,1.36,0.121,0,0,0
Denmark,DNK,6/17/2022,8,0,0,0,0.71,0,0,1.36,0.121,0,0,0
Denmark,DNK,6/18/2022,8,0,0,0,0.71,0,0,1.36,0.121,0,0,0
Denmark,DNK,6/19/2022,8,0,0,0,0.71,0,0,1.36,0.121,0,0,0
Denmark,DNK,6/20/2022,10,0,2,0,0.86,0,0.34,1.7,0.146,0,0,0
Denmark,DNK,6/21/2022,12,0,2,0,0.71,0,0.34,2.04,0.121,0,0,0
Denmark,DNK,6/22/2022,13,0,1,0,0.86,0,0.17,2.21,0.146,0,0,0
Denmark,DNK,6/23/2022,13,0,0,0,0.71,0,0,2.21,0.121,0,0,0
Denmark,DNK,6/24/2022,13,0,0,0,0.71,0,0,2.21,0.121,0,0,0
Denmark,DNK,6/25/2022,13,0,0,0,0.71,0,0,2.21,0.121,0,0,0
Denmark,DNK,6/26/2022,13,0,0,0,0.71,0,0,2.21,0.121,0,0,0
Denmark,DNK,6/27/2022,16,0,3,0,0.86,0,0.51,2.72,0.146,0,0,0
Denmark,DNK,6/28/2022,16,0,0,0,0.57,0,0,2.72,0.097,0,0,0
Denmark,DNK,6/29/2022,18,0,2,0,0.71,0,0.34,3.06,0.121,0,0,0
Denmark,DNK,6/30/2022,20,0,2,0,1,0,0.34,3.4,0.17,0,0,0
Denmark,DNK,7/1/2022,20,0,0,0,1,0,0,3.4,0.17,0,0,0
Denmark,DNK,7/2/2022,20,0,0,0,1,0,0,3.4,0.17,0,0,0
Denmark,DNK,7/3/2022,20,0,0,0,1,0,0,3.4,0.17,0,0,0
Denmark,DNK,7/4/2022,23,0,3,0,1,0,0.51,3.91,0.17,0,0,0
Denmark,DNK,7/5/2022,24,0,1,0,1.14,0,0.17,4.08,0.194,0,0,0
Denmark,DNK,7/6/2022,26,0,2,0,1.14,0,0.34,4.42,0.194,0,0,0
Denmark,DNK,7/7/2022,26,0,0,0,0.86,0,0,4.42,0.146,0,0,0
Denmark,DNK,7/8/2022,26,0,0,0,0.86,0,0,4.42,0.146,0,0,0
Denmark,DNK,7/9/2022,26,0,0,0,0.86,0,0,4.42,0.146,0,0,0
Denmark,DNK,7/10/2022,28,0,2,0,1.14,0,0.34,4.76,0.194,0,0,0
Denmark,DNK,7/11/2022,29,0,1,0,0.86,0,0.17,4.93,0.146,0,0,0
Denmark,DNK,7/12/2022,30,0,1,0,0.86,0,0.17,5.1,0.146,0,0,0
Denmark,DNK,7/13/2022,32,0,2,0,0.86,0,0.34,5.44,0.146,0,0,0
Denmark,DNK,7/14/2022,33,0,1,0,1,0,0.17,5.61,0.17,0,0,0
Denmark,DNK,7/15/2022,33,0,0,0,1,0,0,5.61,0.17,0,0,0
Denmark,DNK,7/16/2022,33,0,0,0,1,0,0,5.61,0.17,0,0,0
Denmark,DNK,7/17/2022,33,0,0,0,0.71,0,0,5.61,0.121,0,0,0
Denmark,DNK,7/18/2022,43,0,10,0,2,0,1.7,7.31,0.34,0,0,0
Denmark,DNK,7/19/2022,43,0,0,0,1.86,0,0,7.31,0.316,0,0,0
Denmark,DNK,7/20/2022,46,0,3,0,2,0,0.51,7.82,0.34,0,0,0
Denmark,DNK,7/21/2022,48,0,2,0,2.14,0,0.34,8.16,0.364,0,0,0
Denmark,DNK,7/22/2022,51,0,3,0,2.57,0,0.51,8.67,0.437,0,0,0
Denmark,DNK,7/23/2022,51,0,0,0,2.57,0,0,8.67,0.437,0,0,0
Denmark,DNK,7/24/2022,51,0,0,0,2.57,0,0,8.67,0.437,0,0,0
Denmark,DNK,7/25/2022,59,0,8,0,2.29,0,1.36,10.03,0.389,0,0,0
Denmark,DNK,7/26/2022,60,0,1,0,2.43,0,0.17,10.2,0.413,0,0,0
Denmark,DNK,7/27/2022,71,0,11,0,3.57,0,1.87,12.07,0.607,0,0,0
Denmark,DNK,7/28/2022,76,0,5,0,4,0,0.85,12.92,0.68,0,0,0
Denmark,DNK,7/29/2022,81,0,5,0,4.29,0,0.85,13.77,0.729,0,0,0
Denmark,DNK,7/30/2022,81,0,0,0,4.29,0,0,13.77,0.729,0,0,0
Denmark,DNK,7/31/2022,81,0,0,0,4.29,0,0,13.77,0.729,0,0,0
Denmark,DNK,8/1/2022,99,0,18,0,5.71,0,3.06,16.83,0.971,0,0,0
Denmark,DNK,8/2/2022,101,0,2,0,5.86,0,0.34,17.17,0.996,0,0,0
Denmark,DNK,8/3/2022,105,0,4,0,4.86,0,0.68,17.85,0.826,0,0,0
Denmark,DNK,8/4/2022,108,0,3,0,4.57,0,0.51,18.36,0.777,0,0,0
Denmark,DNK,8/5/2022,108,0,0,0,3.86,0,0,18.36,0.656,0,0,0
Denmark,DNK,8/6/2022,108,0,0,0,3.86,0,0,18.36,0.656,0,0,0
Denmark,DNK,8/7/2022,108,0,0,0,3.86,0,0,18.36,0.656,0,0,0
Denmark,DNK,8/8/2022,123,0,15,0,3.43,0,2.55,20.91,0.583,0,0,0
Denmark,DNK,8/9/2022,126,0,3,0,3.57,0,0.51,21.42,0.607,0,0,0
Denmark,DNK,8/10/2022,129,0,3,0,3.43,0,0.51,21.93,0.583,0,0,0
Denmark,DNK,8/11/2022,129,0,0,0,3,0,0,21.93,0.51,0,0,0
Denmark,DNK,8/12/2022,135,0,6,0,3.86,0,1.02,22.95,0.656,0,0,0
Denmark,DNK,8/13/2022,135,0,0,0,3.86,0,0,22.95,0.656,0,0,0
Denmark,DNK,8/14/2022,141,0,6,0,4.71,0,1.02,23.97,0.801,0,0,0
Denmark,DNK,8/15/2022,141,0,0,0,2.57,0,0,23.97,0.437,0,0,0
Denmark,DNK,8/16/2022,154,0,13,0,4,0,2.21,26.18,0.68,0,0,0
Denmark,DNK,8/17/2022,155,0,1,0,3.71,0,0.17,26.35,0.631,0,0,0
Denmark,DNK,8/18/2022,158,0,3,0,4.14,0,0.51,26.86,0.704,0,0,0
Denmark,DNK,8/19/2022,158,0,0,0,3.29,0,0,26.86,0.559,0,0,0
Denmark,DNK,8/20/2022,158,0,0,0,3.29,0,0,26.86,0.559,0,0,0
Denmark,DNK,8/21/2022,158,0,0,0,2.43,0,0,26.86,0.413,0,0,0
Denmark,DNK,8/22/2022,169,0,11,0,4,0,1.87,28.73,0.68,0,0,0
Denmark,DNK,8/23/2022,169,0,0,0,2.14,0,0,28.73,0.364,0,0,0
Denmark,DNK,8/24/2022,169,0,0,0,2,0,0,28.73,0.34,0,0,0
Denmark,DNK,8/25/2022,169,0,0,0,1.57,0,0,28.73,0.267,0,0,0
Denmark,DNK,8/26/2022,171,0,2,0,1.86,0,0.34,29.07,0.316,0,0,0
Denmark,DNK,8/27/2022,171,0,0,0,1.86,0,0,29.07,0.316,0,0,0
Denmark,DNK,8/28/2022,171,0,0,0,1.86,0,0,29.07,0.316,0,0,0
Denmark,DNK,8/29/2022,173,0,2,0,0.57,0,0.34,29.41,0.097,0,0,0
Denmark,DNK,8/30/2022,174,0,1,0,0.71,0,0.17,29.58,0.121,0,0,0
Denmark,DNK,8/31/2022,174,0,0,0,0.71,0,0,29.58,0.121,0,0,0
Denmark,DNK,9/1/2022,175,0,1,0,0.86,0,0.17,29.75,0.146,0,0,0
Denmark,DNK,9/2/2022,175,0,0,0,0.57,0,0,29.75,0.097,0,0,0
Denmark,DNK,9/3/2022,175,0,0,0,0.57,0,0,29.75,0.097,0,0,0
Denmark,DNK,9/4/2022,177,0,2,0,0.86,0,0.34,30.09,0.146,0,0,0
Denmark,DNK,9/5/2022,177,0,0,0,0.57,0,0,30.09,0.097,0,0,0
Denmark,DNK,9/6/2022,178,0,1,0,0.57,0,0.17,30.26,0.097,0,0,0
Denmark,DNK,9/7/2022,179,0,1,0,0.71,0,0.17,30.43,0.121,0,0,0
Denmark,DNK,9/8/2022,181,0,2,0,0.86,0,0.34,30.77,0.146,0,0,0
Denmark,DNK,9/9/2022,181,0,0,0,0.86,0,0,30.77,0.146,0,0,0
Denmark,DNK,9/10/2022,181,0,0,0,0.86,0,0,30.77,0.146,0,0,0
Denmark,DNK,9/11/2022,181,0,0,0,0.57,0,0,30.77,0.097,0,0,0
Denmark,DNK,9/12/2022,181,0,0,0,0.57,0,0,30.77,0.097,0,0,0
Denmark,DNK,9/13/2022,183,0,2,0,0.71,0,0.34,31.11,0.121,0,0,0
Denmark,DNK,9/14/2022,183,0,0,0,0.57,0,0,31.11,0.097,0,0,0
Denmark,DNK,9/15/2022,183,0,0,0,0.29,0,0,31.11,0.049,0,0,0
Denmark,DNK,9/16/2022,183,0,0,0,0.29,0,0,31.11,0.049,0,0,0
Denmark,DNK,9/17/2022,183,0,0,0,0.29,0,0,31.11,0.049,0,0,0
Denmark,DNK,9/18/2022,183,0,0,0,0.29,0,0,31.11,0.049,0,0,0
Denmark,DNK,9/19/2022,183,0,0,0,0.29,0,0,31.11,0.049,0,0,0
Denmark,DNK,9/20/2022,183,0,0,0,0,0,0,31.11,0,0,0,0
Denmark,DNK,9/21/2022,183,0,0,0,0,0,0,31.11,0,0,0,0
Denmark,DNK,9/22/2022,183,0,0,0,0,0,0,31.11,0,0,0,0
Denmark,DNK,9/23/2022,183,0,0,0,0,0,0,31.11,0,0,0,0
Denmark,DNK,9/24/2022,183,0,0,0,0,0,0,31.11,0,0,0,0
Denmark,DNK,9/25/2022,183,0,0,0,0,0,0,31.11,0,0,0,0
Denmark,DNK,9/26/2022,184,0,1,0,0.14,0,0.17,31.28,0.024,0,0,0
Denmark,DNK,9/27/2022,185,0,1,0,0.29,0,0.17,31.451,0.049,0,0,0
Denmark,DNK,9/28/2022,185,0,0,0,0.29,0,0,31.451,0.049,0,0,0
Denmark,DNK,9/29/2022,185,0,0,0,0.29,0,0,31.451,0.049,0,0,0
Denmark,DNK,9/30/2022,185,0,0,0,0.29,0,0,31.451,0.049,0,0,0
Denmark,DNK,10/1/2022,185,0,0,0,0.29,0,0,31.451,0.049,0,0,0
Denmark,DNK,10/2/2022,185,0,0,0,0.29,0,0,31.451,0.049,0,0,0
Denmark,DNK,10/3/2022,185,0,0,0,0.14,0,0,31.451,0.024,0,0,0
Denmark,DNK,10/4/2022,187,0,2,0,0.29,0,0.34,31.791,0.049,0,0,0
Denmark,DNK,10/5/2022,187,0,0,0,0.29,0,0,31.791,0.049,0,0,0
Denmark,DNK,10/6/2022,187,0,0,0,0.29,0,0,31.791,0.049,0,0,0
Denmark,DNK,10/7/2022,187,0,0,0,0.29,0,0,31.791,0.049,0,0,0
Denmark,DNK,10/8/2022,187,0,0,0,0.29,0,0,31.791,0.049,0,0,0
Denmark,DNK,10/9/2022,187,0,0,0,0.29,0,0,31.791,0.049,0,0,0
Denmark,DNK,10/10/2022,187,0,0,0,0.29,0,0,31.791,0.049,0,0,0
Denmark,DNK,10/11/2022,189,0,2,0,0.29,0,0.34,32.131,0.049,0,0,0
Denmark,DNK,10/12/2022,189,0,0,0,0.29,0,0,32.131,0.049,0,0,0
Denmark,DNK,10/13/2022,189,0,0,0,0.29,0,0,32.131,0.049,0,0,0
Denmark,DNK,10/14/2022,189,0,0,0,0.29,0,0,32.131,0.049,0,0,0
Denmark,DNK,10/15/2022,189,0,0,0,0.29,0,0,32.131,0.049,0,0,0
Denmark,DNK,10/16/2022,189,0,0,0,0.29,0,0,32.131,0.049,0,0,0
Denmark,DNK,10/17/2022,189,0,0,0,0.29,0,0,32.131,0.049,0,0,0
Denmark,DNK,10/18/2022,189,0,0,0,0,0,0,32.131,0,0,0,0
Denmark,DNK,10/19/2022,191,0,2,0,0.29,0,0.34,32.471,0.049,0,0,0
Denmark,DNK,10/20/2022,191,0,0,0,0.29,0,0,32.471,0.049,0,0,0
Denmark,DNK,10/21/2022,191,0,0,0,0.29,0,0,32.471,0.049,0,0,0
Denmark,DNK,10/22/2022,191,0,0,0,0.29,0,0,32.471,0.049,0,0,0
Denmark,DNK,10/23/2022,191,0,0,0,0.29,0,0,32.471,0.049,0,0,0
Denmark,DNK,10/24/2022,191,0,0,0,0.29,0,0,32.471,0.049,0,0,0
Denmark,DNK,10/25/2022,191,0,0,0,0.29,0,0,32.471,0.049,0,0,0
Denmark,DNK,10/26/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,10/27/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,10/28/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,10/29/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,10/30/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,10/31/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/1/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/2/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/3/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/4/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/5/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/6/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/7/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/8/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/9/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/10/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/11/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/12/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/13/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/14/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/15/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/16/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/17/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/18/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/19/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/20/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/21/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/22/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/23/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/24/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/25/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/26/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/27/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/28/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/29/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,11/30/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,12/1/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,12/2/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,12/3/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Denmark,DNK,12/4/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
